Geneid	Chr	Start	End	Strand	Length	R5_Solid1_counts	T3_CS1_counts	350_Sco1_counts	T1_CS2_counts	T3_PS2_counts	T4_PS1_counts	T4_CS2_counts	T1_PS2_counts	T3_PS1_counts	T1_CS1_counts	T2_PS2_counts	350_Sco2_counts	T4_PS2_counts	T1_PS1_counts	T2_PS1_counts	T2_CS2_counts	CTT_Sco1_counts	T2_CS1_counts	T4_CS1_counts	CTT_Sco2_counts	T3_CS2_counts	R5_Solid2_counts
SCO0140	NC_003888.3	132693	133517	+	825	21.5	13.0	3.0	11.5	18.0	24.5	24.5	3.0	21.5	6.0	28.5	1.5	23.0	61.0	25.5	9.0	17.5	10.5	63.0	7.0	18.0	21.5
SCO0141	NC_003888.3	133573	134121	-	549	860.0	33.0	20.0	502.0	29.0	26.0	36.0	201.0	49.0	345.0	31.0	17.0	43.0	721.0	40.0	21.0	974.0	11.0	56.0	734.0	39.0	760.0
SCO0142	NC_003888.3	134298	136100	-	1803	71.0	162.0	11.0	75.0	149.0	110.0	165.0	14.0	221.0	25.0	157.0	9.0	120.0	170.0	109.0	55.0	37.0	61.0	312.0	26.0	159.0	88.0
SCO0143	NC_003888.3	136647	137180	+	534	35.5	44.5	9.0	9.0	42.5	21.5	13.5	3.0	57.0	3.5	18.5	0.0	44.5	53.0	16.0	3.5	9.5	5.5	26.0	18.5	44.5	41.5
SCO0144	NC_003888.3	137197	137553	+	357	62.5	60.0	4.5	44.0	57.5	38.0	34.0	12.0	60.5	31.5	66.0	2.5	23.0	34.5	79.5	36.0	19.0	55.0	40.0	13.5	76.0	55.5
SCO0145	NC_003888.3	137561	138586	+	1026	219.0	276.5	21.5	79.0	289.0	198.5	198.5	27.0	386.5	57.0	302.5	22.5	213.5	225.5	245.5	195.5	105.5	164.5	324.0	107.0	324.5	278.0
SCO0147	NC_003888.3	138976	139464	+	489	46.5	29.5	1.0	35.0	35.5	39.0	29.0	10.5	42.5	8.0	29.5	4.0	21.0	43.5	51.0	14.5	16.0	20.0	29.0	9.0	44.5	74.0
SCO0148	NC_003888.3	139467	139709	+	243	12.5	11.5	2.0	30.0	23.5	18.0	16.0	15.5	25.5	9.0	36.5	0.0	23.0	46.5	35.0	9.5	6.0	10.0	39.0	8.0	32.5	21.0
SCO0149	NC_003888.3	139706	140299	-	594	6.0	1.0	2.0	0.0	8.0	1.0	4.0	0.0	1.0	0.0	13.0	0.0	0.0	26.0	10.0	0.0	0.0	0.0	0.0	0.0	4.0	5.0
SCO0150	NC_003888.3	140368	140859	+	492	28.0	77.0	2.0	27.0	36.0	46.0	59.0	19.0	44.0	3.0	42.0	4.0	58.0	103.0	44.0	15.0	8.0	20.0	105.0	10.0	42.0	31.0
SCO0151	NC_003888.3	141370	141705	+	336	7.0	3.0	3.0	0.0	3.5	4.0	1.0	1.0	1.5	0.0	11.0	0.5	4.0	34.0	13.5	3.0	2.5	1.0	1.0	3.5	15.5	8.0
SCO0152	NC_003888.3	141705	143312	+	1608	21.0	18.0	2.0	5.0	6.5	25.0	32.0	2.0	12.5	0.0	33.0	1.5	19.0	156.0	33.5	9.0	6.5	6.0	22.0	10.5	46.5	26.0
SCO0153	NC_003888.3	143779	144363	-	585	43.0	26.0	2.0	11.0	35.0	30.0	15.0	11.0	32.0	6.0	34.0	3.0	39.0	51.0	36.0	27.0	21.0	37.0	41.0	10.0	73.0	31.0
SCO0154	NC_003888.3	144707	145366	-	660	9.0	2.0	7.0	10.0	2.0	3.0	3.0	0.0	2.0	2.0	19.0	7.0	0.0	34.0	29.0	1.0	3.0	2.0	3.0	5.0	36.0	18.0
SCO0155	NC_003888.3	145499	146119	+	621	142.0	93.0	36.0	33.0	100.0	73.0	63.0	13.0	105.0	28.0	87.0	32.0	61.0	71.0	62.0	36.0	69.0	44.0	90.0	62.0	62.0	176.0
SCO0156	NC_003888.3	146037	146351	-	315	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	11.0	0.0	0.0	27.0	14.0	0.0	0.0	0.0	1.0	1.0	10.0	3.0
SCO0157	NC_003888.3	146603	146977	+	375	6.5	5.0	4.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	13.5	7.0	1.0	23.5	10.5	3.0	3.0	0.5	12.0	4.0	11.0	8.0
SCO0158	NC_003888.3	146977	148203	+	1227	23.5	30.5	2.0	11.0	29.5	21.5	28.0	4.0	28.0	1.0	146.0	2.5	30.0	85.5	72.5	171.0	16.5	50.5	56.0	38.5	55.5	19.0
SCO0159	NC_003888.3	148216	149181	+	966	17.0	8.5	2.0	3.0	8.5	7.0	2.0	3.0	7.0	1.0	18.5	4.5	5.0	74.0	20.0	17.0	12.5	10.0	16.0	12.5	16.5	17.0
SCO0160	NC_003888.3	149511	150209	-	699	106.5	111.5	5.0	12.5	83.5	79.0	57.0	1.0	104.5	4.5	65.5	1.0	95.5	51.5	58.0	39.0	8.5	25.5	122.5	12.0	138.5	164.0
SCO0161	NC_003888.3	150184	150525	-	342	19.5	2.5	0.0	1.5	1.5	0.0	0.0	3.0	3.5	5.5	11.5	0.0	2.5	10.5	13.0	2.0	3.5	1.5	2.5	5.0	3.5	26.0
SCO0162	NC_003888.3	150579	151568	+	990	2887.0	198.0	283.0	1446.0	173.0	142.0	128.0	535.0	187.0	648.0	211.0	268.0	126.0	1907.0	590.0	79.0	4472.0	158.0	227.0	4185.0	152.0	3731.0
SCO0163	NC_003888.3	151749	153272	+	1524	777.0	59.0	28.0	76.0	63.0	46.0	45.0	41.0	93.0	31.0	69.0	41.0	56.0	238.0	73.0	30.0	503.0	39.0	69.0	410.0	58.0	946.0
SCO0164	NC_003888.3	153398	155725	+	2328	178.0	148.0	19.0	53.0	143.0	132.0	136.0	25.0	152.0	14.0	159.0	27.0	132.0	255.0	137.0	81.0	356.0	46.0	141.0	310.0	197.0	218.0
SCO0165	NC_003888.3	155710	156120	-	411	814.0	157.0	58.0	107.0	156.0	128.0	136.0	65.0	140.0	89.0	136.0	56.0	153.0	212.0	198.0	70.0	767.0	73.0	158.0	582.0	80.0	1103.0
SCO0166	NC_003888.3	156338	157138	+	801	526.0	359.0	19.0	44.0	402.0	226.0	194.0	17.0	444.0	22.0	226.0	21.0	269.0	42.0	197.0	166.0	90.0	180.0	198.0	63.0	241.0	526.0
SCO0167	NC_003888.3	157192	158073	-	882	4761.0	368.0	880.0	6217.0	273.0	241.0	353.0	1614.0	268.0	2325.0	353.0	712.0	332.0	4982.0	1272.0	401.0	9700.0	1164.0	700.0	8502.0	352.0	6497.0
SCO0168	NC_003888.3	158732	159301	+	570	3124.0	610.0	501.0	10132.0	425.0	367.5	506.5	2803.0	432.5	4892.5	358.5	504.0	461.5	7577.5	1132.5	352.5	6333.0	937.0	865.5	5577.5	497.5	4184.5
SCO0169	NC_003888.3	159372	160022	+	651	3663.0	732.0	935.0	11992.0	663.0	482.5	545.5	2494.0	561.5	5120.5	570.5	852.0	578.5	11748.5	1533.5	559.5	13481.0	996.0	903.5	12138.5	609.5	5281.5
SCO0170	NC_003888.3	160359	161027	-	669	2923.0	548.0	405.0	2277.0	599.0	392.0	433.0	718.0	612.0	1284.0	553.0	358.0	517.0	1783.0	668.0	424.0	3886.0	649.0	737.0	3394.0	514.0	3556.0
SCO0171	NC_003888.3	161237	162550	+	1314	3688.0	97.0	1089.0	876.0	54.0	42.0	49.0	260.0	53.0	491.0	63.0	950.0	66.0	1415.0	192.0	70.0	5048.0	254.0	196.0	5416.0	107.0	4906.0
SCO0172	NC_003888.3	162661	163116	+	456	816.0	48.0	43.0	106.0	35.0	31.0	35.0	48.0	44.0	60.0	43.0	38.0	41.0	119.0	52.0	32.0	574.0	19.0	57.0	403.0	40.0	1106.0
SCO0173	NC_003888.3	163238	164017	-	780	1010.0	92.0	171.0	746.0	59.0	68.0	71.5	284.5	82.0	444.5	123.5	161.5	68.0	1648.5	237.0	45.0	2546.0	46.5	164.0	2356.0	130.0	1561.0
SCO0174	NC_003888.3	164026	164994	-	969	3188.0	115.0	1075.0	2572.0	65.0	51.5	90.5	830.5	60.0	1715.5	138.0	1081.5	61.0	4159.5	491.5	138.0	9959.0	268.5	180.0	9926.0	92.0	4241.0
SCO0175	NC_003888.3	165062	165406	-	345	147.0	22.0	14.0	6.0	40.0	30.5	14.0	0.0	45.0	5.0	32.5	11.0	26.0	17.0	33.5	7.0	37.0	13.0	33.0	31.0	47.0	176.0
SCO0176	NC_003888.3	165460	165852	+	393	18.0	0.0	2.0	1.0	1.0	3.0	2.0	0.0	4.0	0.0	18.0	1.0	2.0	21.0	11.0	4.0	9.0	0.0	12.0	5.0	0.0	27.0
SCO0177	NC_003888.3	166033	166611	+	579	1084.0	65.0	389.0	455.0	29.0	37.0	37.0	121.0	44.0	260.0	45.0	313.0	46.0	1030.0	118.0	52.0	2208.0	153.0	80.0	2523.0	88.0	1369.0
SCO0178	NC_003888.3	166891	167334	+	444	667.0	68.0	50.0	76.0	93.0	76.0	95.0	67.0	69.0	37.0	95.0	47.0	119.0	143.0	99.0	37.0	329.0	39.0	123.0	310.0	71.0	760.0
SCO0179	NC_003888.3	167447	168514	-	1068	9387.0	887.0	1450.0	17571.0	626.0	727.0	888.0	5247.0	540.0	9299.0	654.0	1211.0	737.0	23082.0	2672.0	513.0	21677.0	1097.0	1571.0	20476.0	706.0	13988.0
SCO0180	NC_003888.3	168708	169556	-	849	1540.0	166.5	163.5	847.0	165.5	97.5	105.0	321.5	168.0	479.0	158.5	129.0	99.0	1698.0	473.0	72.5	2367.0	88.0	214.0	2735.5	150.5	2113.0
SCO0181	NC_003888.3	169587	170570	-	984	1151.0	352.5	929.5	1769.0	256.5	187.5	250.0	264.5	247.0	834.0	106.5	737.0	270.0	2456.0	302.5	188.5	3511.0	461.0	567.0	4679.5	322.5	1828.0
SCO0182	NC_003888.3	170659	170880	-	222	1.0	0.0	0.0	0.0	5.0	2.0	5.0	0.0	2.0	0.0	7.0	1.0	1.0	19.0	11.5	0.0	1.0	1.0	0.0	0.0	0.0	3.0
SCO0183	NC_003888.3	170911	172155	+	1245	5.0	5.0	3.0	0.0	4.0	4.0	2.5	1.0	4.0	0.0	37.0	2.5	8.5	88.0	28.0	1.5	0.0	0.0	12.0	2.0	27.0	7.0
SCO0184	NC_003888.3	172170	173981	+	1812	13.0	270.0	9.5	34.5	277.0	373.0	263.5	20.0	178.0	14.0	112.0	12.5	291.5	341.5	74.5	24.0	66.0	25.0	553.0	73.5	159.5	27.0
SCO0185	NC_003888.3	173768	174943	+	1176	10.5	2479.0	29.0	279.0	2268.0	2864.0	2434.5	126.0	1580.5	99.0	295.5	36.5	2162.5	3063.5	319.0	199.5	242.0	136.5	4752.0	316.0	1256.0	25.5
SCO0186	NC_003888.3	174943	176511	+	1569	23.5	2745.0	76.5	523.5	2719.0	3522.5	3073.5	487.5	1495.5	141.0	569.0	64.5	2761.0	5331.5	652.5	396.0	1092.0	480.5	4856.0	1293.0	1363.0	32.0
SCO0187	NC_003888.3	176501	177493	+	993	13.5	1365.5	17.0	215.0	1451.0	2091.0	1910.0	206.5	618.5	42.0	231.5	25.5	1678.5	2577.5	270.5	156.0	463.0	174.0	2521.0	493.0	681.0	10.5
SCO0188	NC_003888.3	177493	178500	+	1008	17.5	493.5	15.0	106.0	526.0	703.5	760.0	66.0	236.5	17.0	121.0	22.5	668.0	1967.0	108.5	70.0	258.0	70.0	803.0	301.5	331.5	13.0
SCO0189	NC_003888.3	178522	180087	-	1566	30.5	1356.5	135.0	802.5	1846.5	1766.0	1477.0	459.0	1158.5	165.5	531.5	192.5	1521.5	4464.5	464.0	284.5	434.0	336.5	2114.0	574.0	845.0	60.5
SCO0190	NC_003888.3	180087	180824	-	738	9.5	897.5	160.5	356.0	1448.5	1171.0	761.0	154.5	934.5	80.0	348.5	169.0	1000.0	2383.0	252.0	220.5	424.0	187.0	1391.0	475.5	732.0	23.5
SCO0191	NC_003888.3	180824	182038	-	1215	36.0	2144.0	172.5	997.5	2754.0	3011.0	1904.0	548.5	2217.5	279.5	804.0	169.5	2199.5	4296.5	883.0	397.0	520.0	441.5	3600.0	526.5	1391.0	57.0
SCO0192	NC_003888.3	182312	183559	-	1248	55.0	1937.0	174.0	1660.0	2274.0	1929.0	1567.0	494.0	2580.5	872.0	767.0	225.0	1439.0	5544.0	895.0	496.0	397.0	714.0	3146.0	400.0	1330.0	95.0
SCO0193	NC_003888.3	183796	184797	-	1002	45.0	4039.0	402.0	2274.0	3511.0	2920.0	2656.0	701.0	5175.0	1110.0	1456.0	413.0	2182.0	3831.0	1754.0	936.0	504.0	906.0	6817.0	567.0	3660.0	90.0
SCO0194	NC_003888.3	184958	185563	+	606	241.0	15890.0	34.0	957.0	12360.0	16484.0	13404.0	350.0	14779.0	461.0	4414.0	43.0	11957.0	1308.0	4608.0	3598.0	1849.0	2146.0	20013.0	1456.0	6013.0	346.0
SCO0195	NC_003888.3	185675	186358	+	684	43.0	19731.0	47.0	664.0	15898.0	20886.0	12815.0	285.0	20167.0	420.0	3994.0	36.0	13256.0	2090.0	3417.0	2116.0	1135.0	1530.0	21871.0	1044.0	6593.0	47.0
SCO0196	NC_003888.3	186483	186884	+	402	11.0	3245.0	5.0	156.0	2213.0	3062.0	1916.0	73.0	2668.0	66.0	418.0	2.0	1889.0	376.0	619.0	257.0	112.0	341.0	3840.0	103.0	1380.0	9.0
SCO0197	NC_003888.3	187022	187459	-	438	1181.0	86.0	134.0	1997.0	81.0	73.0	69.0	513.0	80.0	643.0	92.0	111.0	84.0	2479.0	283.0	55.0	8657.0	80.0	155.0	7549.0	76.0	1994.0
SCO0198	NC_003888.3	187995	188858	-	864	1282.5	201.5	190.5	4265.0	227.5	213.5	253.0	1126.0	220.5	1465.5	231.5	217.0	260.5	9493.0	629.5	88.0	9598.5	135.5	453.5	9116.0	190.0	2291.0
SCO0199	NC_003888.3	188867	189886	-	1020	2852.0	184.0	453.5	8349.0	149.5	208.5	277.0	2786.5	113.0	3798.5	239.0	452.0	267.0	12994.5	1265.0	128.5	17420.0	209.0	309.0	17878.0	172.5	4821.0
SCO0200	NC_003888.3	189928	190830	-	903	2034.0	294.5	794.0	8796.0	187.0	271.0	340.0	2109.5	186.5	3138.0	248.5	812.0	341.5	20773.5	1062.5	175.5	15980.5	436.5	619.5	17799.0	285.5	3685.5
SCO0201	NC_003888.3	190986	191654	-	669	5875.5	63.0	598.0	6114.0	26.0	48.0	31.0	2371.0	22.0	2478.0	206.0	464.0	48.0	10378.0	1608.0	86.0	13982.0	431.0	177.0	12795.0	79.0	8270.5
SCO0202	NC_003888.3	191919	192845	+	927	33.0	24.0	3.0	2.0	34.0	21.0	3.0	1.0	23.0	0.0	50.0	3.0	26.0	86.0	42.0	13.0	8.0	10.0	35.0	15.0	36.0	33.0
SCO0203	NC_003888.3	192883	194637	-	1755	2356.0	3901.0	523.0	1442.0	4511.0	4083.0	2734.0	516.0	4864.0	487.0	2204.0	437.0	4253.0	2681.0	1997.0	1680.0	2462.0	1360.0	4371.0	2551.0	2852.0	3429.0
SCO0204	NC_003888.3	194763	195461	-	699	2812.0	1632.0	1222.0	3669.0	1474.0	1146.0	1121.0	1150.0	1412.0	2158.0	526.0	856.0	1273.0	4545.0	598.0	646.0	4632.0	1274.0	1874.0	5193.0	1415.0	3257.0
SCO0207	NC_003888.3	196389	196991	-	603	21.0	3.0	12.0	18.0	1.0	3.0	6.0	8.0	8.0	2.0	12.0	11.0	7.0	122.0	16.0	4.0	31.0	2.0	22.0	47.0	36.0	22.0
SCO0208	NC_003888.3	197221	199914	+	2694	3496.0	148.0	612.0	3158.0	127.0	124.0	159.0	930.0	169.0	1413.0	233.0	521.0	158.0	5324.0	771.0	69.0	7967.5	235.0	310.0	8614.0	159.0	4541.0
SCO0209	NC_003888.3	200024	200425	+	402	1733.0	145.0	694.0	3053.0	94.0	124.0	129.0	457.0	111.0	1267.0	119.0	704.0	124.0	12889.0	596.0	91.0	5869.5	285.0	320.0	7413.0	118.0	3251.0
SCO0210	NC_003888.3	200728	201366	+	639	398.5	26.5	76.5	444.0	17.0	24.5	38.5	150.5	19.0	183.5	23.5	64.5	17.0	1435.0	77.5	8.0	1010.0	14.0	53.5	1056.5	44.0	618.0
SCO0211	NC_003888.3	201374	202087	+	714	354.5	22.5	47.5	92.0	12.0	12.5	9.5	59.5	11.0	37.5	27.5	38.5	11.0	544.0	38.5	5.0	1228.0	2.0	34.5	1065.5	16.0	651.0
SCO0212	NC_003888.3	202373	202843	-	471	884.0	62.0	324.0	2761.5	87.5	146.0	123.0	886.5	54.0	1184.5	138.0	308.0	111.0	4835.5	532.5	70.0	5081.5	117.0	124.0	5078.5	100.0	1537.0
SCO0213	NC_003888.3	202866	204101	-	1236	2472.0	142.0	921.0	6644.5	97.5	112.0	121.0	2980.5	72.0	3425.5	220.0	934.0	145.0	10897.5	1006.5	100.0	9505.5	332.0	207.0	9644.5	128.0	3525.0
SCO0214	NC_003888.3	204387	204797	+	411	510.0	659.0	100.0	537.0	472.0	335.0	348.0	140.0	403.0	164.0	184.0	84.0	429.0	744.0	238.0	189.0	337.0	246.0	662.0	386.0	507.0	710.0
SCO0215	NC_003888.3	204884	205888	-	1005	879.0	338.0	358.0	1123.0	287.0	182.0	243.0	158.0	223.0	596.0	130.0	384.0	239.0	1815.0	227.0	104.0	1986.0	155.0	357.0	2145.0	245.0	1235.0
SCO0216	NC_003888.3	206480	210178	+	3699	7340.5	162.5	2266.5	13205.0	96.5	141.5	134.0	4180.5	106.0	7540.5	197.0	2560.5	191.5	20236.0	648.0	150.0	31353.0	482.0	269.5	29823.0	295.0	12244.0
SCO0217	NC_003888.3	210183	211748	+	1566	2916.0	34.5	300.5	7465.5	41.5	42.0	55.5	1840.0	36.5	3644.0	97.0	316.0	68.5	7986.5	526.5	27.5	8773.0	111.5	126.0	8116.0	63.0	4858.5
SCO0218	NC_003888.3	211748	212548	+	801	283.5	10.5	33.5	575.5	4.0	8.0	7.0	158.0	13.5	394.0	12.0	65.0	14.0	3085.5	58.0	2.5	1385.5	6.5	37.5	1227.5	24.0	623.0
SCO0219	NC_003888.3	212551	213318	+	768	595.0	15.5	70.5	1832.0	11.0	22.5	29.5	646.5	13.0	683.5	44.0	93.5	44.0	3143.0	240.5	11.0	2656.5	24.0	51.0	2542.5	33.0	1111.5
SCO0220	NC_003888.3	213427	213867	+	441	1072.0	21.0	75.0	743.0	33.0	41.0	26.0	365.0	45.0	384.0	38.0	74.0	29.0	1069.0	204.0	14.0	2085.0	34.0	19.0	2092.0	52.0	1829.0
SCO0222	NC_003888.3	214913	215443	+	531	393.5	386.0	43.5	414.5	424.0	308.0	278.0	207.5	368.5	263.5	385.0	45.5	328.0	310.5	363.5	304.5	329.0	403.0	631.5	328.5	274.5	733.5
SCO0223	NC_003888.3	215443	215556	+	114	105.5	141.0	14.5	112.5	110.0	96.0	99.0	38.5	184.5	83.5	99.0	8.5	116.0	94.5	109.5	60.5	51.0	96.0	192.5	64.5	81.5	161.5
SCO0224	NC_003888.3	215810	216844	-	1035	1696.5	144.0	413.5	57.0	111.0	80.0	137.0	15.0	127.0	14.0	99.0	273.0	80.5	172.0	118.5	69.0	78.0	71.0	216.0	44.0	170.0	988.5
SCO0225	NC_003888.3	216837	217268	-	432	33.0	13.0	6.0	8.0	7.0	6.5	2.0	11.5	7.5	9.0	7.0	3.0	5.5	26.5	14.5	5.5	27.5	4.0	27.0	33.5	11.0	44.5
SCO0226	NC_003888.3	217318	218019	-	702	115.5	101.0	25.5	37.0	80.0	77.5	65.0	21.5	59.5	19.0	83.0	25.0	63.0	77.5	107.0	24.5	163.5	22.0	77.0	196.5	63.0	146.0
SCO0227	NC_003888.3	218421	218780	-	360	4.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	4.0	0.0	11.0	0.0	0.0	20.0	8.0	1.0	0.0	0.0	0.0	2.0	18.0	4.0
SCO0228	NC_003888.3	218973	219056	+	84	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	18.0	6.0	1.0	1.0	0.0	8.0	1.0	2.0	4.0
SCO0229	NC_003888.3	219302	220147	+	846	106.5	168.0	26.5	204.0	146.5	133.0	202.5	44.0	176.5	74.0	257.5	31.5	149.0	192.5	209.5	130.5	91.5	138.0	360.5	81.0	147.5	145.0
SCO0230	NC_003888.3	220150	220761	+	612	76.5	62.0	17.5	99.0	57.5	63.0	64.5	45.0	45.5	49.0	73.5	20.5	46.0	103.5	95.5	54.5	47.5	55.0	117.5	43.0	69.5	119.0
SCO0231	NC_003888.3	221095	221247	-	153	2379.0	197.0	266.0	30.0	247.0	255.0	191.0	71.0	316.0	18.0	694.0	194.0	337.0	111.0	529.0	175.0	238.0	205.0	362.0	333.0	159.0	3283.0
SCO0232	NC_003888.3	221417	221599	-	183	5.0	26.0	0.0	1.0	13.0	13.0	12.0	0.0	9.0	0.0	21.0	0.0	7.0	22.0	12.0	3.0	2.0	4.0	24.0	1.0	8.0	7.0
SCO0233	NC_003888.3	221702	222538	-	837	113.0	134.0	14.0	47.0	169.0	126.0	92.0	21.0	203.0	15.0	120.0	19.0	120.0	65.0	90.0	63.0	52.0	76.0	187.0	41.0	142.0	100.0
SCO0234	NC_003888.3	222827	223285	+	459	3.5	1.5	0.0	1.5	12.5	15.0	21.0	0.0	21.5	1.0	19.0	1.0	13.5	23.5	15.5	7.5	8.0	8.0	15.5	5.5	11.5	5.5
SCO0235	NC_003888.3	223294	224229	+	936	1026.5	315.5	32.0	122.5	374.5	241.0	230.0	128.0	367.5	139.0	704.0	37.0	351.5	160.5	586.5	326.5	257.0	374.0	446.5	296.5	285.5	1027.5
SCO0236	NC_003888.3	224407	225276	-	870	78.0	139.0	9.0	33.0	98.0	65.0	61.0	14.0	122.0	21.0	84.0	9.0	79.0	97.0	64.0	27.0	56.0	39.0	74.0	49.0	128.0	105.0
SCO0237	NC_003888.3	225476	226234	+	759	13.0	44.0	7.0	8.0	17.0	22.0	24.0	1.0	24.0	4.0	19.0	16.0	14.0	46.0	25.0	8.0	38.0	8.0	36.0	39.0	34.0	29.0
SCO0238	NC_003888.3	226481	227005	+	525	27.0	14.0	2.0	3.0	7.0	8.0	15.0	1.0	11.0	9.0	20.0	4.0	15.0	25.0	13.0	6.0	8.0	11.0	3.0	4.0	5.0	50.0
SCO0239	NC_003888.3	227084	228154	-	1071	244.0	124.0	22.0	29.0	153.0	95.0	119.0	21.0	152.0	14.0	151.0	21.0	154.0	37.0	125.0	89.0	105.0	98.0	258.0	98.0	159.0	271.0
SCO0240	NC_003888.3	228717	229649	-	933	17.0	13.0	8.0	15.0	15.0	6.0	18.0	2.0	9.0	4.0	31.0	5.0	16.0	102.0	27.0	11.0	14.0	7.0	11.0	5.0	20.0	16.0
SCO0241	NC_003888.3	229995	230666	+	672	49.0	112.0	11.0	23.0	97.0	44.0	45.0	10.0	96.0	10.0	56.0	6.0	69.0	67.0	49.0	22.0	28.0	28.0	57.0	30.0	76.0	78.0
SCO0242	NC_003888.3	231022	231462	+	441	672.0	1467.5	166.5	582.0	1908.5	1464.5	972.0	239.5	1957.0	243.0	1690.0	181.5	1602.0	980.0	1126.5	1050.0	767.0	832.0	1751.5	780.0	1278.0	729.0
SCO0243	NC_003888.3	231475	231651	+	177	328.0	568.5	24.5	248.0	860.5	609.5	369.0	147.5	894.0	90.0	501.0	35.5	647.0	173.0	445.5	438.0	253.0	492.0	564.5	218.0	372.0	349.0
SCO0244	NC_003888.3	232508	233515	+	1008	283.0	218.0	86.0	74.0	314.0	214.0	138.0	53.0	273.0	58.0	152.0	81.0	210.0	169.0	149.0	68.0	132.0	79.0	215.0	95.0	249.0	446.0
SCO0245	NC_003888.3	233857	234873	-	1017	209.0	371.0	34.0	211.5	396.5	319.5	285.0	64.5	404.5	116.5	209.5	30.5	317.5	364.5	222.5	153.0	129.5	159.5	386.5	144.5	329.5	266.0
SCO0246	NC_003888.3	234873	236207	-	1335	522.0	777.0	87.0	707.5	884.5	687.5	628.0	229.5	873.5	258.5	721.5	110.5	710.5	797.5	593.5	581.0	290.5	539.5	1005.5	226.5	796.5	804.0
SCO0247	NC_003888.3	236782	237804	+	1023	3920.0	4126.0	1126.0	17255.0	4656.0	5252.0	6045.0	6563.0	4019.0	6859.0	5084.0	1075.0	4601.0	15688.0	6287.0	5814.0	7421.0	6213.0	8489.0	6457.0	2897.0	6049.0
SCO0248	NC_003888.3	237667	238251	-	585	12.0	6.0	1.0	26.0	13.0	4.0	15.0	10.0	8.5	20.0	27.5	1.0	4.0	55.0	33.0	22.0	1.0	12.0	3.0	1.0	26.0	16.0
SCO0249	NC_003888.3	238283	239794	-	1512	32.0	72.0	22.0	17.0	98.0	44.0	73.0	7.0	126.5	8.0	98.5	23.0	63.0	122.0	63.0	30.0	11.0	15.0	91.0	15.0	164.0	42.0
SCO0250	NC_003888.3	239858	240520	+	663	39.0	200.0	15.0	25.0	219.0	109.0	111.0	21.0	237.0	13.0	124.0	23.0	142.0	163.0	83.0	56.0	22.0	33.0	140.0	39.0	195.0	69.0
SCO0251	NC_003888.3	240562	240843	-	282	4.0	1.0	0.5	5.5	0.5	0.0	2.0	0.0	5.0	0.0	3.5	0.0	0.0	19.0	2.0	0.0	0.5	0.0	0.0	0.0	2.0	3.5
SCO0252	NC_003888.3	240879	242123	-	1245	64.0	11.0	8.5	28.5	22.5	21.0	5.0	9.0	18.0	10.0	43.5	9.0	7.0	79.0	46.0	11.0	12.5	12.0	15.0	26.0	35.0	66.5
SCO0253	NC_003888.3	242194	242763	+	570	47.0	35.0	15.0	29.0	29.0	17.0	11.0	12.0	20.0	9.0	43.0	16.0	15.0	54.0	25.0	23.0	24.0	15.0	13.0	28.0	42.0	79.0
SCO0254	NC_003888.3	243025	243762	-	738	22.0	215.0	3.0	27.0	206.0	117.0	118.0	2.0	225.0	4.0	69.0	5.0	147.0	107.0	57.0	65.0	11.0	50.0	205.0	14.0	148.0	36.0
SCO0255	NC_003888.3	243939	245672	-	1734	225.0	964.0	8.0	74.0	726.0	791.0	720.0	38.0	811.0	36.0	958.0	13.0	705.0	196.0	1026.0	708.0	39.0	712.0	1416.0	41.0	970.0	231.0
SCO0256	NC_003888.3	245986	246780	+	795	27.5	559.5	0.0	107.0	199.5	88.5	111.0	59.5	227.5	52.0	527.5	1.0	184.5	235.5	391.5	375.5	34.0	362.0	228.0	25.0	312.5	52.5
SCO0257	NC_003888.3	246868	247866	+	999	121.5	601.5	4.0	138.5	257.0	123.5	136.5	61.0	278.0	86.0	713.5	5.0	214.5	252.5	534.5	623.0	98.5	560.0	188.5	64.5	336.5	200.0
SCO0258	NC_003888.3	247871	248677	+	807	21.5	372.5	1.0	37.5	154.5	71.0	69.0	18.0	157.5	20.0	329.5	1.5	96.5	137.0	214.0	203.5	14.5	154.5	164.0	11.5	219.5	38.5
SCO0259	NC_003888.3	248677	249699	+	1023	144.0	607.5	6.5	96.0	231.0	102.0	122.0	35.5	270.0	70.0	440.5	9.5	133.5	189.5	343.5	383.5	45.5	361.5	233.0	38.0	400.0	174.0
SCO0260	NC_003888.3	249755	250081	+	327	546.5	301.0	50.5	245.0	172.0	169.0	167.5	80.0	198.0	108.0	263.0	53.0	165.0	201.5	226.5	197.5	132.5	191.0	240.5	128.0	173.5	571.0
SCO0261	NC_003888.3	250167	250691	-	525	35.0	42.0	4.0	22.0	30.0	12.0	25.0	11.0	26.0	10.0	37.0	12.0	13.0	46.0	57.0	17.0	16.0	33.0	24.0	11.0	37.0	46.0
SCO0262	NC_003888.3	250805	251737	+	933	109.0	132.0	55.0	93.0	128.0	79.0	90.0	22.0	132.0	47.0	121.0	52.0	96.0	121.0	98.0	46.0	89.0	66.0	157.0	81.0	128.0	143.0
